kategorie,betrag_chf,periode,altersgruppe,datentyp
5115: Speisefette und -öle,16.0407464690777,2020,Total,Altersklasse
5115.01: Butter,8.1825492588684,2020,Total,Altersklasse
5115.02: Margarine,0.655379777935056,2020,Total,Altersklasse
5115.03: Andere Pflanzenfette,0.554219926310044,2020,Total,Altersklasse
5115.04: Olivenöl,4.04800312123413,2020,Total,Altersklasse
5115.05: Andere pflanzliche Speiseöle und tierische Speisefette,2.60059438473002,2020,Total,Altersklasse
5116: Früchte,63.0713559642927,2020,Total,Altersklasse
5116.01: Zitronen,1.89950215134019,2020,Total,Altersklasse
5116.02: Orangen und übrige Zitrusfrüchte,5.52518716830926,2020,Total,Altersklasse
5116.03: Bananen,4.04714530762783,2020,Total,Altersklasse
5116.04: Äpfel,6.67781144511537,2020,Total,Altersklasse
5116.05: Birnen und Quitten,1.70714654079335,2020,Total,Altersklasse
5116.06: Steinobst,8.52484732811579,2020,Total,Altersklasse
5116.07: Beeren,9.16375857841084,2020,Total,Altersklasse
5116.08: Trauben,2.18613280634718,2020,Total,Altersklasse
5116.09: Melonen und Wassermelonen,2.03133955057419,2020,Total,Altersklasse
5116.10: Übrige exotische Früchte,5.9134530971357,2020,Total,Altersklasse
"5116.11: Nüsse, andere Schalenfrüchte und ölhaltige Früchte",9.99105596557859,2020,Total,Altersklasse
5116.12: Anderes Dörrobst,3.4449973078899,2020,Total,Altersklasse
5116.13: Fruchtkonserven,1.95897871705446,2020,Total,Altersklasse
5117: Gemüse,84.1638818136549,2020,Total,Altersklasse
5117.01: Grüne Salate und anderes Blattgemüse,13.2402303677189,2020,Total,Altersklasse
"5117.02: Stengelgemüse (Lauch, Fenchel, Sojabohnensprossen, usw.)",3.07875436818855,2020,Total,Altersklasse
5117.03: Küchenkräuter,2.42929171409885,2020,Total,Altersklasse
5117.04: Kohlgemüse,3.97876330162331,2020,Total,Altersklasse
5117.05: Tomaten,8.08680502337969,2020,Total,Altersklasse
5117.06: Bohnen und Erbsen,2.29286799320638,2020,Total,Altersklasse
"5117.07: Anderes Fruchtgemüse (Kürbis, Peperoni, usw.)",10.0328394898214,2020,Total,Altersklasse
5117.08: Zwiebeln,2.41916422908002,2020,Total,Altersklasse
5117.09: Knoblauch,0.699598554527976,2020,Total,Altersklasse
5117.10: Rüben und anderes Wurzelgemüse,12.1385009154619,2020,Total,Altersklasse
5117.11: Frische Pilze,2.64498415862417,2020,Total,Altersklasse
"5117.12: Pilze und Gemüse, getrocknet oder gedörrt",1.77773875438233,2020,Total,Altersklasse
5117.13: Gemüse und Pilze in Konserven oder anders verarbeitet,6.91067385110131,2020,Total,Altersklasse
5117.14: Kartoffeln,4.9917346423587,2020,Total,Altersklasse
5117.15: Kartoffelhaltige Produkte und anderes Knollengemüse,9.44193445008141,2020,Total,Altersklasse
"5118: Zucker, Konfitüren, Honig, Schokolade und Süsswaren",39.1769194827402,2020,Total,Altersklasse
5118.01: Zucker,1.69450628835983,2020,Total,Altersklasse
"5118.02: Konfitüren, Marmeladen, Kompott",4.25829530635848,2020,Total,Altersklasse
5118.03: Honig,2.59703381031703,2020,Total,Altersklasse
5118.04: Schokolade,18.7866209413379,2020,Total,Altersklasse
5118.05: Süsswaren,4.24861412014237,2020,Total,Altersklasse
5118.06: Speiseeis,6.8426642693173,2020,Total,Altersklasse
5118.07: Andere zucker- und/oder kakaohaltige Produkte,0.7491847469072,2020,Total,Altersklasse
"5119: Saucen, Salz, Gewürze, Suppen und sonstige Nahrungsmittel",47.8488781999402,2020,Total,Altersklasse
"5119.01: Saucen, Würzstoffe und Würze",13.3185912460959,2020,Total,Altersklasse
5119.02: Salz und Gewürze,3.28383196930562,2020,Total,Altersklasse
5119.03: Suppen und Bouillons,3.23240928987189,2020,Total,Altersklasse
"5119.04: Aromaessenzen, Backpulver und Presshefe",0.802531160801008,2020,Total,Altersklasse
5119.05: Küchenfertige Mahlzeiten,14.4023776489511,2020,Total,Altersklasse
5119.06: Vegetarische Sojaprodukte,1.30619859221315,2020,Total,Altersklasse
5119.07: Sonstige Nahrungsmittel,9.88776758734116,2020,Total,Altersklasse
5119.08: Babynahrung,1.61517070536023,2020,Total,Altersklasse
512: Alkoholfreie Getränke,56.0415097643075,2020,Total,Altersklasse
"5121: Kaffee, Tee und Kakao",25.8163382598489,2020,Total,Altersklasse
5121.01: Bohnenkaffee und gemahlener Kaffee,20.1545012263139,2020,Total,Altersklasse
5121.02: Löslicher Pulverkaffee und Kaffeesurrogate,0.977236932565282,2020,Total,Altersklasse
"5121.03: Tee, Kräutertee und Surrogate",3.88565179916991,2020,Total,Altersklasse
5121.04: Kakaohaltige Getränke,0.798948301799783,2020,Total,Altersklasse
"5122: Mineralwasser, Limonaden und Säfte",30.2251715044586,2020,Total,Altersklasse
5122.01: Mineralwasser,6.46534712024742,2020,Total,Altersklasse
5122.02: Alkoholfreie Süssgetränke,12.8202044949345,2020,Total,Altersklasse
5122.03: Sirupe für Getränke,1.2489952827584,2020,Total,Altersklasse
5122.04: Fruchtsäfte,9.20674116895538,2020,Total,Altersklasse
5122.05: Gemüsesäfte,0.483883437562877,2020,Total,Altersklasse
52: Alkoholische Getränke und Tabakwaren,111.121334664589,2020,Total,Altersklasse
521: Alkoholische Getränke,78.0298742545442,2020,Total,Altersklasse
5211: Branntweine,8.66178460162986,2020,Total,Altersklasse
5211.01: Branntweine,6.38697093972923,2020,Total,Altersklasse
5211.02: Alkoholische und alkoholfreie Liköre und likörhaltige Aperitifs,2.27481366190062,2020,Total,Altersklasse
5212: Weine,55.8445339318095,2020,Total,Altersklasse
5212.01: Schweizer Rotweine und Rosés,6.45208513139869,2020,Total,Altersklasse
5212.02: Ausländische Rotweine und Rosés,21.2622024958271,2020,Total,Altersklasse
5212.03: Rotweine und Rosés ohne Herkunftsangabe,8.83750513169855,2020,Total,Altersklasse
5212.04: Schweizer Weissweine,5.54093119785129,2020,Total,Altersklasse
5212.05: Ausländische Weissweine,3.91186397937995,2020,Total,Altersklasse
5212.06: Weissweine ohne Herkunftsangabe,2.46235140340947,2020,Total,Altersklasse
5212.07: Schaumweine,5.46240160496033,2020,Total,Altersklasse
"5212.08: Auf Wein basierte Aperitifs, Apfelweine und Süssweine",1.19230789451966,2020,Total,Altersklasse
"5212.09: Alkoholfreie Weine, Apfelweine und Aperitifs",0.72288509276449,2020,Total,Altersklasse
5213: Bier,13.5235557211049,2020,Total,Altersklasse
5213.00: Alkoholhaltiges und alkoholfreies Bier,13.5235557211049,2020,Total,Altersklasse
522: Tabakwaren,33.0914604100451,2020,Total,Altersklasse
5220: Tabakwaren,33.0914604100451,2020,Total,Altersklasse
5220.01: Zigaretten,28.3985105557759,2020,Total,Altersklasse
"5220.02: Zigarren, Zigarillos und andere Tabakwaren (inkl. Drogen)",4.69294985426925,2020,Total,Altersklasse
53: Gast- und Beherbergungsstätten,387.950160245024,2020,Total,Altersklasse
531: Gaststätten,299.538766285255,2020,Total,Altersklasse
"5311: Restaurants, Cafés und Bars",182.78836999963,2020,Total,Altersklasse
"5311.01: Mahlzeiten in Restaurants, Cafés und Bars",122.369374412274,2020,Total,Altersklasse
"5311.02: Alkoholfreie Getränke in Restaurants, Cafés und Bars",28.3591149357801,2020,Total,Altersklasse
"5311.03: Alkoholische Getränke in Restaurants, Cafés und Bars",32.0598806515764,2020,Total,Altersklasse
5312: Selbstbedienungsrestaurants und Take-aways,66.2142164088416,2020,Total,Altersklasse
5312.01: Mahlzeiten in Selbstbedienungsrestaurants und Take-aways,55.5897320493453,2020,Total,Altersklasse
5312.02: Alkoholfreie Getränke in Selbstbedienungsrestaurants und Take-aways,7.47664492230929,2020,Total,Altersklasse
5312.03: Alkoholische Getränke in Selbstbedienungsrestaurants und Take-aways,3.14783943718696,2020,Total,Altersklasse
5313: Kantinen,21.621294865279,2020,Total,Altersklasse
5313.01: Mahlzeiten in Kantinen,18.7605004153909,2020,Total,Altersklasse
5313.02: Alkoholfreie Getränke in Kantinen,2.74676751041778,2020,Total,Altersklasse
5313.03: Alkoholische Getränke in Kantinen,0.114026939470377,2020,Total,Altersklasse
5314: Bei Privaten,28.9148850115047,2020,Total,Altersklasse
5314.01: Mahlzeiten bei Privaten anlässlich von Einladungen,20.0860383622071,2020,Total,Altersklasse
5314.02: Alkoholfreie Getränke bei Privaten anlässlich von Einladungen,3.06606638079397,2020,Total,Altersklasse
5314.03: Alkoholische Getränke bei Privaten anlässlich von Einladungen,5.76278026850356,2020,Total,Altersklasse
532: Beherbergungsstätten,88.4113939597683,2020,Total,Altersklasse
5320: Beherbergungsstätten,88.4113939597683,2020,Total,Altersklasse
"5320.01: Hotels, Pensionen und Privatzimmer",65.3848512727749,2020,Total,Altersklasse
"5320.02: Ferienwohnungen, Campingplätze und sonstige Übernachtungen",23.0265426869935,2020,Total,Altersklasse
56: Bekleidung und Schuhe,151.53737980935,2020,Total,Altersklasse
561: Bekleidung,118.066229986579,2020,Total,Altersklasse
5611: Kleiderstoffe,0.802274756456638,2020,Total,Altersklasse
5611.00: Kleiderstoffe,0.802274756456638,2020,Total,Altersklasse
5612: Herrenbekleidung,34.751947203517,2020,Total,Altersklasse
"5612.01: Herrenmäntel, -jacken und -anzüge",7.05167704257938,2020,Total,Altersklasse
5612.02: Hosen für Herren,7.13610142981346,2020,Total,Altersklasse
5612.03: Hemden für Herren,3.03653384197338,2020,Total,Altersklasse
5612.04: Pullover und T-shirts für Herren,7.81360162626479,2020,Total,Altersklasse
5612.05: Unterwäsche und übrige Herrenbekleidung,3.92602776099115,2020,Total,Altersklasse
5612.06: Sport- und Arbeitskleider für Herren,5.78800550189479,2020,Total,Altersklasse
5613: Damenbekleidung,59.7924784378581,2020,Total,Altersklasse
"5613.01: Mäntel, Jacken und Anzüge für Damen",10.1317226402305,2020,Total,Altersklasse
5613.02: Röcke für Damen,6.69372855953879,2020,Total,Altersklasse
5613.03: Hosen für Damen,11.5477515666279,2020,Total,Altersklasse
5613.04: Blusen für Damen,3.79285744116866,2020,Total,Altersklasse
5613.05: Pullover und T-shirts für Damen,13.1198508141424,2020,Total,Altersklasse
5613.06: Unterwäsche und übrige Damenbekleidung,8.18591705727712,2020,Total,Altersklasse
5613.07: Sport- und Arbeitskleider für Damen,6.3206503588726,2020,Total,Altersklasse
5614: Kinderbekleidung (0 bis 13 Jahre),13.1275112670562,2020,Total,Altersklasse
"5614.01: Mäntel, Jacken und Anzüge für Kinder ab 3 Jahren",1.62323738640539,2020,Total,Altersklasse
5614.02: Hosen für Kinder ab 3 Jahren,2.30525710207571,2020,Total,Altersklasse
"5614.03: Blusen, Pullover und T-Shirts für Kinder ab 3 Jahren",2.76733521543789,2020,Total,Altersklasse
5614.04: Unterwäsche und übrige Kleider für Kinder ab 3 Jahren,1.41844981841485,2020,Total,Altersklasse
5614.05: Sportkleider für Kinder ab 3 Jahren,1.90586210106665,2020,Total,Altersklasse
5614.06: Kleider für Kleinkinder bis 2 Jahre,3.10736964365571,2020,Total,Altersklasse
"5615: Bekleidungszubehör, Näh- und Strickwaren",6.38440438107451,2020,Total,Altersklasse
5615.01: Bekleidungszubehör,4.59452318334507,2020,Total,Altersklasse
5615.02: Näh- und Strickwaren,1.78988119772943,2020,Total,Altersklasse
"5616: Reinigung, Reparaturen und Miete von Bekleidung",3.20761394061617,2020,Total,Altersklasse
"5616.00: Reinigung, Reparaturen und Miete von Bekleidung",3.20761394061617,2020,Total,Altersklasse
562: Schuhe,33.4711498227711,2020,Total,Altersklasse
5621: Herrenschuhe,11.5896052154992,2020,Total,Altersklasse
5621.00: Herrenschuhe,11.5896052154992,2020,Total,Altersklasse
5622: Damenschuhe,15.4759823878222,2020,Total,Altersklasse
5622.00: Damenschuhe,15.4759823878222,2020,Total,Altersklasse
5623: Kinder- und Bébéschuhe,5.48670817211789,2020,Total,Altersklasse
5623.00: Kinder- und Bébéschuhe,5.48670817211789,2020,Total,Altersklasse
5624: Reparaturen und Miete von Schuhen,0.918854047331768,2020,Total,Altersklasse
"5624.00: Reparaturen und Miete von Schuhen, Zubehör für Schuhe",0.918854047331768,2020,Total,Altersklasse
57: Wohnen und Energie,1382.80306283741,2020,Total,Altersklasse
"571: Miete, Hypothekarzinsen, Nebenkosten und Energie des Hauptwohnsitzes",1296.87262008612,2020,Total,Altersklasse
5711: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1055.24819627178,2020,Total,Altersklasse
5711.00: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1055.24819627178,2020,Total,Altersklasse
5712: Nebenkosten des Hauptwohnsitzes,132.821390901459,2020,Total,Altersklasse
5712.01: Nebenkosten pauschal des Hauptwohnsitzes,97.9945480553289,2020,Total,Altersklasse
5712.02: Kehrichtabfuhrgebühren des Hauptwohnsitzes,3.27972267289313,2020,Total,Altersklasse
5712.03: Abwassergebühren des Hauptwohnsitzes,4.4887289045248,2020,Total,Altersklasse
5712.04: Wasserzins des Hauptwohnsitzes,5.97114849722854,2020,Total,Altersklasse
5712.05: Laufende Unterhaltskosten des Hauptwohnsitzes,21.0872427714838,2020,Total,Altersklasse
5713: Energie des Hauptwohnsitzes,108.803032912885,2020,Total,Altersklasse
5713.01: Elektrizität des Hauptwohnsitzes,70.9035263299684,2020,Total,Altersklasse
5713.02: Gas und andere Brennstoffe des Hauptwohnsitzes,9.45982107422179,2020,Total,Altersklasse
5713.03: Zentralheizung oder Fernwärme des Hauptwohnsitzes,28.4396855086952,2020,Total,Altersklasse
"572: Miete, Hypothekarzinsen, Nebenkosten und Energie der Nebenwohnsitze",38.8550426608,2020,Total,Altersklasse
5721: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,25.9732807370116,2020,Total,Altersklasse
5721.00: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,25.9732807370116,2020,Total,Altersklasse
5722: Nebenkosten der Nebenwohnsitze,7.381563155573,2020,Total,Altersklasse
5722.00: Nebenkosten der Nebenwohnsitze,7.381563155573,2020,Total,Altersklasse
5723: Energie (Nebenwohnsitze),5.50019876821541,2020,Total,Altersklasse
5723.00: Energie der Nebenwohnsitze,5.50019876821541,2020,Total,Altersklasse
573: Reparaturen und Unterhalt der Wohnung,47.0754000904908,2020,Total,Altersklasse
5730: Reparaturen und Unterhalt der Wohnung,47.0754000904908,2020,Total,Altersklasse
5730.02: Reparaturen durch Dritte,47.0754000904908,2020,Total,Altersklasse
58: Wohnungseinrichtung und laufende Haushaltsführung,218.95783357008,2020,Total,Altersklasse
"581: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",71.3993136391558,2020,Total,Altersklasse
"5810: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",71.3993136391558,2020,Total,Altersklasse
5810.01: Möbel für Wohnzimmer oder Büro,24.3011828085511,2020,Total,Altersklasse
5810.02: Möbel für Schlafzimmer oder Kinderzimmer,15.079374679387,2020,Total,Altersklasse
"5810.03: Möbel für Küche, Badzimmer, Garten und andere Räume",16.6209025636858,2020,Total,Altersklasse
5810.04: Einrichtungszubehör und Kunstwerke,12.0926447552854,2020,Total,Altersklasse
5810.05: Teppiche und andere Bodenbeläge,3.30520883224652,2020,Total,Altersklasse
582: Haushaltswäsche und Heimtextilien,21.2577999097512,2020,Total,Altersklasse
5820: Haushaltswäsche und Heimtextilien,21.2577999097512,2020,Total,Altersklasse
"5820.01: Matratzen, Duvets und Kissen",8.57198012992668,2020,Total,Altersklasse
"5820.02: Decken, Bettwäsche, andere Haushaltswäsche und -textilien",8.07901658810923,2020,Total,Altersklasse
"5820.03: Wandbehänge, Vorhänge, Möbelbezugsstoffe und Zubehör",4.60680319171531,2020,Total,Altersklasse
583: Haushalts- und Küchengeräte,51.6650481223217,2020,Total,Altersklasse
5831: Haushaltgeräte,34.2815850603312,2020,Total,Altersklasse
"5831.01: Kühlschränke, Geschirrspülmaschinen, Waschmaschinen und Wäschetrockner",10.3283108421752,2020,Total,Altersklasse
"5831.02: Kochherde, Grills, Heiz- und Raumpflegegeräte",14.973356188247,2020,Total,Altersklasse
5831.03: Kleine elektrische Haushaltsgeräte,7.61620599271108,2020,Total,Altersklasse
5831.04: Reparaturen von Haushaltsgeräten,1.36371203719801,2020,Total,Altersklasse
5832: Küchen- und Kochgeräte,17.3834630619905,2020,Total,Altersklasse
"5832.01: Glaswaren, Geschirr",3.78681723727302,2020,Total,Altersklasse
5832.02: Besteck,0.503295656094146,2020,Total,Altersklasse
5832.03: Küchen- und Kochgeräte,9.30177331640966,2020,Total,Altersklasse
5832.04: Anderes Zubehör für die Haushaltsführung,3.79157685221363,2020,Total,Altersklasse
584: Werkzeuge für Haus und Garten,24.1860415283155,2020,Total,Altersklasse
5841: Werkzeuge und Zubehör ohne Motor für Haus und Garten,19.0083705808232,2020,Total,Altersklasse
5841.01: Kleinmaterial und Zubehör für den Unterhalt von Haus und Garten,14.1100725013342,2020,Total,Altersklasse
5841.02: Werkzeuge ohne Motor für Haus und Garten,4.898298079489,2020,Total,Altersklasse
5842: Maschinen mit Motor für Haus und Garten,5.1776709474924,2020,Total,Altersklasse
5842.00: Maschinen mit Motor für Haus und Garten,5.1776709474924,2020,Total,Altersklasse
585: Laufende Haushaltsführung,50.4496303705357,2020,Total,Altersklasse
5851: Nicht dauerhafte Haushaltsartikel,29.0872126196734,2020,Total,Altersklasse
5851.01: Wasch- und Reinigungsmittel,16.3723644032629,2020,Total,Altersklasse
5851.02: Reinigungsmaterial,1.14466378492091,2020,Total,Altersklasse
"5851.03: Abfallsäcke ohne Gebühren, aus Plastik oder Papier",0.43896446250767,2020,Total,Altersklasse
5851.04: Sonstige nicht dauerhafte Haushaltsartikel,11.1312199689819,2020,Total,Altersklasse
5852: Häusliche Dienste,21.3624177508623,2020,Total,Altersklasse
5852.00: Häusliche Dienste,21.3624177508623,2020,Total,Altersklasse
61: Gesundheitsausgaben,208.73258106879,2020,Total,Altersklasse
"611: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",63.2647013156805,2020,Total,Altersklasse
"6110: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",63.2647013156805,2020,Total,Altersklasse
6110.01: Medikamente,35.726230866391,2020,Total,Altersklasse
6110.02: Brillen und Kontaktlinsen,16.196199426155,2020,Total,Altersklasse
"6110.03: Sanitätsmaterial, therapeutische Geräte und Material",11.3422710231345,2020,Total,Altersklasse
612: Arztleistungen und Dienstleistungen der Spitäler,145.46787975311,2020,Total,Altersklasse
6120: Arztleistungen und Dienstleistungen der Spitäler,145.46787975311,2020,Total,Altersklasse
6120.01: Arztleistungen,46.0746036034066,2020,Total,Altersklasse
6120.02: Zahnarztleistungen,54.3325403960014,2020,Total,Altersklasse
6120.03: Medizinische Labors und Röntgeninstitute,6.76771769677494,2020,Total,Altersklasse
6120.04: Dienstleistungen der Spitäler,15.6273711595181,2020,Total,Altersklasse
6120.05: Andere ambulante medizinische Dienstleistungen,22.6656468974087,2020,Total,Altersklasse
62: Verkehr,654.510510499158,2020,Total,Altersklasse
621: Kauf und Betrieb von Personenfahrzeugen,533.25666301363,2020,Total,Altersklasse
6211: Autos,154.014335734108,2020,Total,Altersklasse
6211.01: Neue Autos,86.3131775681739,2020,Total,Altersklasse
6211.02: Occasionsautos,67.701158165934,2020,Total,Altersklasse
"6212: Motorräder, Motorroller und Mopeds",13.557416760626,2020,Total,Altersklasse
"6212.00: Motorräder, Motorroller und Mopeds",13.557416760626,2020,Total,Altersklasse
6213: Fahrräder,17.7420244473614,2020,Total,Altersklasse
6213.00: Fahrräder,17.7420244473614,2020,Total,Altersklasse
6214: Zubehör und Ersatzteile für Fahrzeuge,19.8222652621602,2020,Total,Altersklasse
6214.01: Zubehör und Ersatzteile für motorisierte Fahrzeuge,16.6970918051185,2020,Total,Altersklasse
6214.02: Zubehör und Ersatzteile für nicht-motorisierte Fahrzeuge,3.12517345704169,2020,Total,Altersklasse
6215: Treibstoffe und Schmiermittel,105.852918604969,2020,Total,Altersklasse
6215.01: Benzin,72.9205228519337,2020,Total,Altersklasse
6215.02: Diesel,31.9403207481701,2020,Total,Altersklasse
6215.03: Schmiermittel und andere Pflegemittel für Fahrzeuge,0.992075004864748,2020,Total,Altersklasse
6216: Service und Reparaturen an Fahrzeugen,56.9385362240176,2020,Total,Altersklasse
6216.00: Service und Reparaturen an Fahrzeugen,56.9385362240176,2020,Total,Altersklasse
6217: Übrige Dienstleistungen im Bereich Personenfahrzeuge,165.329165980388,2020,Total,Altersklasse
6217.01: Miete von Garagen und Einstellplätzen,37.482677327014,2020,Total,Altersklasse
6217.02: Parkieren,12.5003984540079,2020,Total,Altersklasse
6217.03: Leasing von Fahrzeugen,85.8155617446603,2020,Total,Altersklasse
6217.04: Autobahnvignetten Schweiz,3.2100962565269,2020,Total,Altersklasse
6217.05: Übrige Dienstleistungen (Fahrzeugmiete usw.),26.3204321981788,2020,Total,Altersklasse
622: Verkehrsdienstleistungen,121.253847485529,2020,Total,Altersklasse
6221: Beförderung von Personen auf Schienen,18.5011927548561,2020,Total,Altersklasse
"6221.01: Zug, Billette oder Streckenabonnemente",17.9230449609749,2020,Total,Altersklasse
"6221.02: Tram, Billette oder Streckenabonnemente",0.578147793881202,2020,Total,Altersklasse
6222: Beförderung von Personen auf Strassen,4.9866111307463,2020,Total,Altersklasse
"6222.01: Bus, Billette oder Streckenabonnemente",2.28212572276507,2020,Total,Altersklasse
6222.02: Taxifahrten,2.70448540798123,2020,Total,Altersklasse
6223: Beförderung von Personen mit Flugzeugen,17.9799145797612,2020,Total,Altersklasse
"6223.00: Flugzeug, Billette",17.9799145797612,2020,Total,Altersklasse
6224: Beförderung von Personen auf Wasserwegen,1.54000377308885,2020,Total,Altersklasse
"6224.00: Schiff, Billette oder Streckenabonnemente",1.54000377308885,2020,Total,Altersklasse
6225: Kombinierte Transportmittel,74.0523813675313,2020,Total,Altersklasse
6225.01: Generalabonnemente und Tageskarten SBB,41.215241877122,2020,Total,Altersklasse
6225.02: Halbtaxabonnemente SBB,8.85381697410699,2020,Total,Altersklasse
6225.03: Billette für regionalen oder städtischen Verkehrsverbund,5.87092127690912,2020,Total,Altersklasse
6225.04: Abonnemente für regionalen oder städtischen Verkehrsverbund,18.1124012393931,2020,Total,Altersklasse
6226: Weitere Verkehrsdienstleistungen,4.19374387954523,2020,Total,Altersklasse
6226.00: Andere Personen- oder Warentransporte ohne Skilifte,4.19374387954523,2020,Total,Altersklasse
63: Nachrichtenübermittlung,172.441444136066,2020,Total,Altersklasse
631: Posttaxen,4.34129154424472,2020,Total,Altersklasse
6310: Posttaxen,4.34129154424472,2020,Total,Altersklasse
6310.00: Posttaxen,4.34129154424472,2020,Total,Altersklasse
632: Apparate und Dienstleistungen für Telekommunikation,168.100152591821,2020,Total,Altersklasse
6321: Kauf und Miete von Telefonapparaten und Faxgeräten,14.0053277425081,2020,Total,Altersklasse
6321.00: Kauf und Miete von Telefonapparaten und Faxgeräten,14.0053277425081,2020,Total,Altersklasse
6322: Festnetztelefonie,79.801678212608,2020,Total,Altersklasse
6322.01: Festnetz: Abonnementsgebüren oder Pauschalgebühren,76.2747946461038,2020,Total,Altersklasse
6322.02: Festnetz: Gesprächsgebühren,1.43099424988475,2020,Total,Altersklasse
6322.03: Festnetz: Gebühren fürs Internet,2.0958893166194,2020,Total,Altersklasse
6323: Mobiltelefonie,68.5221370327274,2020,Total,Altersklasse
6323.01: Mobiltelefonie: Abonnementsgebüren oder Pauschalgebühren,63.4936704888029,2020,Total,Altersklasse
6323.02: Mobiltelefonie: Gesprächs- und Internetgebühren,5.02846654392449,2020,Total,Altersklasse
6324: Dienstleistungen von Internetprovidern ohne Telefonabonnement,5.77100960397745,2020,Total,Altersklasse
6324.01: Internetprovider ohne Telefonabonnement: Dienstleistungen durch TV-Kabelnetz,3.63730490053433,2020,Total,Altersklasse
6324.02: Internetprovider ohne Telefonabonnement: Andere Dienstleistungen,2.13370470344312,2020,Total,Altersklasse
"66: Unterhaltung, Erholung und Kultur",408.11541964804,2020,Total,Altersklasse
"661: Audiovisuelle-, Foto- und EDV-Ausrüstung und Zubehör",51.9284557975354,2020,Total,Altersklasse
