kategorie,betrag_chf,periode,datentyp
"5114.04: Weich-, Frisch- und Schmelzkäse",14.9845149102428,2022,Gesamtausgaben
5114.05: Rahm,6.33770026910298,2022,Gesamtausgaben
5114.06: Quark,1.97989154615636,2022,Gesamtausgaben
5114.07: Joghurt,11.1075589199582,2022,Gesamtausgaben
5114.08: Andere Milchprodukte und Milch-Ersatzgetränke,7.42106931743786,2022,Gesamtausgaben
5114.09: Frische Eier,9.85753454641422,2022,Gesamtausgaben
5114.10: Verarbeitete Eier,0.876875180952992,2022,Gesamtausgaben
5115: Speisefette und -öle,15.5953224898112,2022,Gesamtausgaben
5115.01: Butter,7.91141025521703,2022,Gesamtausgaben
5115.02: Margarine,0.587969975724935,2022,Gesamtausgaben
5115.03: Andere Pflanzenfette,0.546035106789381,2022,Gesamtausgaben
5115.04: Olivenöl,3.90007116725803,2022,Gesamtausgaben
5115.05: Andere pflanzliche Speiseöle und tierische Speisefette,2.64983598482183,2022,Gesamtausgaben
5116: Früchte,58.5135630248213,2022,Gesamtausgaben
5116.01: Zitronen,1.40109259077005,2022,Gesamtausgaben
5116.02: Orangen und übrige Zitrusfrüchte,5.30032153494377,2022,Gesamtausgaben
5116.03: Bananen,3.76412211572854,2022,Gesamtausgaben
5116.04: Äpfel,5.74637017170985,2022,Gesamtausgaben
5116.05: Birnen und Quitten,1.65154749983959,2022,Gesamtausgaben
5116.06: Steinobst,7.92667780160357,2022,Gesamtausgaben
5116.07: Beeren,8.08631306100545,2022,Gesamtausgaben
5116.08: Trauben,2.38053400416255,2022,Gesamtausgaben
5116.09: Melonen und Wassermelonen,2.30164323277532,2022,Gesamtausgaben
5116.10: Übrige exotische Früchte,5.78043424136894,2022,Gesamtausgaben
"5116.11: Nüsse, andere Schalenfrüchte und ölhaltige Früchte",9.77283344039776,2022,Gesamtausgaben
5116.12: Anderes Dörrobst,2.76954874178398,2022,Gesamtausgaben
5116.13: Fruchtkonserven,1.63212458873189,2022,Gesamtausgaben
5117: Gemüse,77.7985119072749,2022,Gesamtausgaben
5117.01: Grüne Salate und anderes Blattgemüse,11.6778002911688,2022,Gesamtausgaben
"5117.02: Stengelgemüse (Lauch, Fenchel, Sojabohnensprossen, usw.)",2.55568381083882,2022,Gesamtausgaben
5117.03: Küchenkräuter,1.94363059222951,2022,Gesamtausgaben
5117.04: Kohlgemüse,3.58369607073124,2022,Gesamtausgaben
5117.05: Tomaten,8.00064389701134,2022,Gesamtausgaben
5117.06: Bohnen und Erbsen,1.99108593626779,2022,Gesamtausgaben
"5117.07: Anderes Fruchtgemüse (Kürbis, Peperoni, usw.)",9.62977036727498,2022,Gesamtausgaben
5117.08: Zwiebeln,2.14435508949716,2022,Gesamtausgaben
5117.09: Knoblauch,0.60798142271928,2022,Gesamtausgaben
5117.10: Rüben und anderes Wurzelgemüse,11.4226273948172,2022,Gesamtausgaben
5117.11: Frische Pilze,2.22487461373222,2022,Gesamtausgaben
"5117.12: Pilze und Gemüse, getrocknet oder gedörrt",1.63862898542643,2022,Gesamtausgaben
5117.13: Gemüse und Pilze in Konserven oder anders verarbeitet,6.72503017929943,2022,Gesamtausgaben
5117.14: Kartoffeln,4.55606899728204,2022,Gesamtausgaben
5117.15: Kartoffelhaltige Produkte und anderes Knollengemüse,9.09663425897878,2022,Gesamtausgaben
"5118: Zucker, Konfitüren, Honig, Schokolade und Süsswaren",39.0113047800254,2022,Gesamtausgaben
5118.01: Zucker,1.46971445926555,2022,Gesamtausgaben
"5118.02: Konfitüren, Marmeladen, Kompott",4.21476030142095,2022,Gesamtausgaben
5118.03: Honig,2.65409760797052,2022,Gesamtausgaben
5118.04: Schokolade,18.3716147501215,2022,Gesamtausgaben
5118.05: Süsswaren,4.41838844140939,2022,Gesamtausgaben
5118.06: Speiseeis,7.1814481960269,2022,Gesamtausgaben
5118.07: Andere zucker- und/oder kakaohaltige Produkte,0.701281023810596,2022,Gesamtausgaben
"5119: Saucen, Salz, Gewürze, Suppen und sonstige Nahrungsmittel",49.9311805616989,2022,Gesamtausgaben
"5119.01: Saucen, Würzstoffe und Würze",13.5848338731747,2022,Gesamtausgaben
5119.02: Salz und Gewürze,3.12715772191548,2022,Gesamtausgaben
5119.03: Suppen und Bouillons,2.95522980832408,2022,Gesamtausgaben
"5119.04: Aromaessenzen, Backpulver und Presshefe",0.64586590299284,2022,Gesamtausgaben
5119.05: Küchenfertige Mahlzeiten,15.236051539727,2022,Gesamtausgaben
5119.06: Vegetarische Sojaprodukte,1.17777744146646,2022,Gesamtausgaben
5119.07: Sonstige Nahrungsmittel,11.707325540512,2022,Gesamtausgaben
5119.08: Babynahrung,1.49693873358635,2022,Gesamtausgaben
512: Alkoholfreie Getränke,51.5985339724481,2022,Gesamtausgaben
"5121: Kaffee, Tee und Kakao",21.9074923018146,2022,Gesamtausgaben
5121.01: Bohnenkaffee und gemahlener Kaffee,16.6373504596893,2022,Gesamtausgaben
5121.02: Löslicher Pulverkaffee und Kaffeesurrogate,0.855992822357544,2022,Gesamtausgaben
"5121.03: Tee, Kräutertee und Surrogate",3.56963527283582,2022,Gesamtausgaben
5121.04: Kakaohaltige Getränke,0.844513746931945,2022,Gesamtausgaben
"5122: Mineralwasser, Limonaden und Säfte",29.6910416706334,2022,Gesamtausgaben
5122.01: Mineralwasser,6.71084549983065,2022,Gesamtausgaben
5122.02: Alkoholfreie Süssgetränke,13.1489029491694,2022,Gesamtausgaben
5122.03: Sirupe für Getränke,1.31588082880231,2022,Gesamtausgaben
5122.04: Fruchtsäfte,8.2704980464408,2022,Gesamtausgaben
5122.05: Gemüsesäfte,0.244914346390287,2022,Gesamtausgaben
52: Alkoholische Getränke und Tabakwaren,91.883618313265,2022,Gesamtausgaben
521: Alkoholische Getränke,64.5849568355062,2022,Gesamtausgaben
5211: Branntweine,7.30932119790766,2022,Gesamtausgaben
5211.01: Branntweine,5.24572094793518,2022,Gesamtausgaben
5211.02: Alkoholische und alkoholfreie Liköre und likörhaltige Aperitifs,2.06360024997248,2022,Gesamtausgaben
5212: Weine,45.7643003373533,2022,Gesamtausgaben
5212.01: Schweizer Rotweine und Rosés,5.06385954458341,2022,Gesamtausgaben
5212.02: Ausländische Rotweine und Rosés,16.6041117072777,2022,Gesamtausgaben
5212.03: Rotweine und Rosés ohne Herkunftsangabe,6.96590618581181,2022,Gesamtausgaben
5212.04: Schweizer Weissweine,4.3477126685226,2022,Gesamtausgaben
5212.05: Ausländische Weissweine,3.65319202984179,2022,Gesamtausgaben
5212.06: Weissweine ohne Herkunftsangabe,2.47891832720268,2022,Gesamtausgaben
5212.07: Schaumweine,5.03108540724089,2022,Gesamtausgaben
"5212.08: Auf Wein basierte Aperitifs, Apfelweine und Süssweine",0.724398124257306,2022,Gesamtausgaben
"5212.09: Alkoholfreie Weine, Apfelweine und Aperitifs",0.895116342615076,2022,Gesamtausgaben
5213: Bier,11.5113353002452,2022,Gesamtausgaben
5213.00: Alkoholhaltiges und alkoholfreies Bier,11.5113353002452,2022,Gesamtausgaben
522: Tabakwaren,27.2986614777589,2022,Gesamtausgaben
5220: Tabakwaren,27.2986614777589,2022,Gesamtausgaben
5220.01: Zigaretten,22.7765932567274,2022,Gesamtausgaben
"5220.02: Zigarren, Zigarillos und andere Tabakwaren (inkl. Drogen)",4.5220682210315,2022,Gesamtausgaben
53: Gast- und Beherbergungsstätten,539.855531881586,2022,Gesamtausgaben
531: Gaststätten,412.740289774035,2022,Gesamtausgaben
"5311: Restaurants, Cafés und Bars",281.361186960095,2022,Gesamtausgaben
"5311.01: Mahlzeiten in Restaurants, Cafés und Bars",189.85741835267,2022,Gesamtausgaben
"5311.02: Alkoholfreie Getränke in Restaurants, Cafés und Bars",43.5720235282187,2022,Gesamtausgaben
"5311.03: Alkoholische Getränke in Restaurants, Cafés und Bars",47.9317450792064,2022,Gesamtausgaben
5312: Selbstbedienungsrestaurants und Take-aways,78.0836417806838,2022,Gesamtausgaben
5312.01: Mahlzeiten in Selbstbedienungsrestaurants und Take-aways,62.5153960710083,2022,Gesamtausgaben
5312.02: Alkoholfreie Getränke in Selbstbedienungsrestaurants und Take-aways,9.38537455635385,2022,Gesamtausgaben
5312.03: Alkoholische Getränke in Selbstbedienungsrestaurants und Take-aways,6.18287115332166,2022,Gesamtausgaben
5313: Kantinen,25.0438930602392,2022,Gesamtausgaben
5313.01: Mahlzeiten in Kantinen,21.5012703734605,2022,Gesamtausgaben
5313.02: Alkoholfreie Getränke in Kantinen,3.35301593655733,2022,Gesamtausgaben
5313.03: Alkoholische Getränke in Kantinen,0.189606750221379,2022,Gesamtausgaben
5314: Bei Privaten,28.2515679730176,2022,Gesamtausgaben
5314.01: Mahlzeiten bei Privaten anlässlich von Einladungen,20.3998488798389,2022,Gesamtausgaben
5314.02: Alkoholfreie Getränke bei Privaten anlässlich von Einladungen,2.92930032610051,2022,Gesamtausgaben
5314.03: Alkoholische Getränke bei Privaten anlässlich von Einladungen,4.92241876707816,2022,Gesamtausgaben
532: Beherbergungsstätten,127.11524210755,2022,Gesamtausgaben
5320: Beherbergungsstätten,127.11524210755,2022,Gesamtausgaben
"5320.01: Hotels, Pensionen und Privatzimmer",96.4030510606414,2022,Gesamtausgaben
"5320.02: Ferienwohnungen, Campingplätze und sonstige Übernachtungen",30.7121910469091,2022,Gesamtausgaben
56: Bekleidung und Schuhe,171.879088581744,2022,Gesamtausgaben
561: Bekleidung,136.605990091197,2022,Gesamtausgaben
5612: Herrenbekleidung,40.0263960460338,2022,Gesamtausgaben
"5612.01: Herrenmäntel, -jacken und -anzüge",7.94241062216477,2022,Gesamtausgaben
5612.02: Hosen für Herren,8.97053390515109,2022,Gesamtausgaben
5612.03: Hemden für Herren,4.16886680840483,2022,Gesamtausgaben
5612.04: Pullover und T-shirts für Herren,9.29445158376671,2022,Gesamtausgaben
5612.05: Unterwäsche und übrige Herrenbekleidung,4.05311961410321,2022,Gesamtausgaben
5612.06: Sport- und Arbeitskleider für Herren,5.59701351244318,2022,Gesamtausgaben
5613: Damenbekleidung,71.5803416889773,2022,Gesamtausgaben
"5613.01: Mäntel, Jacken und Anzüge für Damen",12.1508016062865,2022,Gesamtausgaben
5613.02: Röcke für Damen,8.05738180439067,2022,Gesamtausgaben
5613.03: Hosen für Damen,14.985484480933,2022,Gesamtausgaben
5613.04: Blusen für Damen,4.90285522359544,2022,Gesamtausgaben
5613.05: Pullover und T-shirts für Damen,16.7965618942568,2022,Gesamtausgaben
5613.06: Unterwäsche und übrige Damenbekleidung,8.55295256549515,2022,Gesamtausgaben
5613.07: Sport- und Arbeitskleider für Damen,6.13430411401975,2022,Gesamtausgaben
5614: Kinderbekleidung (0 bis 13 Jahre),14.2159884605685,2022,Gesamtausgaben
"5614.01: Mäntel, Jacken und Anzüge für Kinder ab 3 Jahren",1.76790928089762,2022,Gesamtausgaben
5614.02: Hosen für Kinder ab 3 Jahren,2.40690003282023,2022,Gesamtausgaben
"5614.03: Blusen, Pullover und T-Shirts für Kinder ab 3 Jahren",3.26214552075412,2022,Gesamtausgaben
5614.04: Unterwäsche und übrige Kleider für Kinder ab 3 Jahren,1.41927019634353,2022,Gesamtausgaben
5614.05: Sportkleider für Kinder ab 3 Jahren,2.33099634084918,2022,Gesamtausgaben
5614.06: Kleider für Kleinkinder bis 2 Jahre,3.02876708890384,2022,Gesamtausgaben
"5615: Bekleidungszubehör, Näh- und Strickwaren",7.06314525345907,2022,Gesamtausgaben
5615.01: Bekleidungszubehör,5.53733202752666,2022,Gesamtausgaben
5615.02: Näh- und Strickwaren,1.5258132259324,2022,Gesamtausgaben
"5616: Reinigung, Reparaturen und Miete von Bekleidung",2.89290576655345,2022,Gesamtausgaben
"5616.00: Reinigung, Reparaturen und Miete von Bekleidung",2.89290576655345,2022,Gesamtausgaben
562: Schuhe,35.2730984905469,2022,Gesamtausgaben
5621: Herrenschuhe,12.1191760572623,2022,Gesamtausgaben
5621.00: Herrenschuhe,12.1191760572623,2022,Gesamtausgaben
5622: Damenschuhe,16.40202651172,2022,Gesamtausgaben
5622.00: Damenschuhe,16.40202651172,2022,Gesamtausgaben
5623: Kinder- und Bébéschuhe,5.92634308851576,2022,Gesamtausgaben
5623.00: Kinder- und Bébéschuhe,5.92634308851576,2022,Gesamtausgaben
5624: Reparaturen und Miete von Schuhen,0.825552833048853,2022,Gesamtausgaben
"5624.00: Reparaturen und Miete von Schuhen, Zubehör für Schuhe",0.825552833048853,2022,Gesamtausgaben
57: Wohnen und Energie,1373.68854963596,2022,Gesamtausgaben
"571: Miete, Hypothekarzinsen, Nebenkosten und Energie des Hauptwohnsitzes",1292.42440907774,2022,Gesamtausgaben
5711: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1047.03627765821,2022,Gesamtausgaben
5711.00: Nettomiete oder Hypothekarzinsen des Hauptwohnsitzes,1047.03627765821,2022,Gesamtausgaben
5712: Nebenkosten des Hauptwohnsitzes,134.525978960465,2022,Gesamtausgaben
5712.01: Nebenkosten pauschal des Hauptwohnsitzes,99.4303892067698,2022,Gesamtausgaben
5712.02: Kehrichtabfuhrgebühren des Hauptwohnsitzes,3.48010498820235,2022,Gesamtausgaben
5712.03: Abwassergebühren des Hauptwohnsitzes,4.06072347498957,2022,Gesamtausgaben
5712.04: Wasserzins des Hauptwohnsitzes,5.308711871697,2022,Gesamtausgaben
5712.05: Laufende Unterhaltskosten des Hauptwohnsitzes,22.2460494188064,2022,Gesamtausgaben
5713: Energie des Hauptwohnsitzes,110.862152459065,2022,Gesamtausgaben
5713.01: Elektrizität des Hauptwohnsitzes,73.7171059179624,2022,Gesamtausgaben
5713.02: Gas und andere Brennstoffe des Hauptwohnsitzes,10.7351340776107,2022,Gesamtausgaben
5713.03: Zentralheizung oder Fernwärme des Hauptwohnsitzes,26.409912463492,2022,Gesamtausgaben
"572: Miete, Hypothekarzinsen, Nebenkosten und Energie der Nebenwohnsitze",34.4237076272609,2022,Gesamtausgaben
5721: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,20.6033922703858,2022,Gesamtausgaben
5721.00: Nettomiete und Hypothekarzinsen der Nebenwohnsitze,20.6033922703858,2022,Gesamtausgaben
5722: Nebenkosten der Nebenwohnsitze,8.24320541355958,2022,Gesamtausgaben
5722.00: Nebenkosten der Nebenwohnsitze,8.24320541355958,2022,Gesamtausgaben
5723: Energie (Nebenwohnsitze),5.57710994331551,2022,Gesamtausgaben
5723.00: Energie der Nebenwohnsitze,5.57710994331551,2022,Gesamtausgaben
573: Reparaturen und Unterhalt der Wohnung,46.8404329309568,2022,Gesamtausgaben
5730: Reparaturen und Unterhalt der Wohnung,46.8404329309568,2022,Gesamtausgaben
5730.02: Reparaturen durch Dritte,46.8404329309568,2022,Gesamtausgaben
58: Wohnungseinrichtung und laufende Haushaltsführung,206.532708499331,2022,Gesamtausgaben
"581: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",71.0856843228975,2022,Gesamtausgaben
"5810: Möbel, Dekoration und Bodenbeläge, inkl. Reparaturen",71.0856843228975,2022,Gesamtausgaben
5810.01: Möbel für Wohnzimmer oder Büro,28.5417720558951,2022,Gesamtausgaben
5810.02: Möbel für Schlafzimmer oder Kinderzimmer,12.0566386068321,2022,Gesamtausgaben
"5810.03: Möbel für Küche, Badzimmer, Garten und andere Räume",15.2491290400479,2022,Gesamtausgaben
5810.04: Einrichtungszubehör und Kunstwerke,12.6839795478037,2022,Gesamtausgaben
5810.05: Teppiche und andere Bodenbeläge,2.55416507231858,2022,Gesamtausgaben
582: Haushaltswäsche und Heimtextilien,18.343725427457,2022,Gesamtausgaben
5820: Haushaltswäsche und Heimtextilien,18.343725427457,2022,Gesamtausgaben
"5820.01: Matratzen, Duvets und Kissen",6.89659603647099,2022,Gesamtausgaben
"5820.02: Decken, Bettwäsche, andere Haushaltswäsche und -textilien",7.42600963869412,2022,Gesamtausgaben
"5820.03: Wandbehänge, Vorhänge, Möbelbezugsstoffe und Zubehör",4.02111975229185,2022,Gesamtausgaben
583: Haushalts- und Küchengeräte,49.3988053217981,2022,Gesamtausgaben
5831: Haushaltgeräte,32.9701508916091,2022,Gesamtausgaben
"5831.01: Kühlschränke, Geschirrspülmaschinen, Waschmaschinen und Wäschetrockner",9.3467337695771,2022,Gesamtausgaben
"5831.02: Kochherde, Grills, Heiz- und Raumpflegegeräte",14.534172169983,2022,Gesamtausgaben
5831.03: Kleine elektrische Haushaltsgeräte,7.09549807370702,2022,Gesamtausgaben
5831.04: Reparaturen von Haushaltsgeräten,1.9937468783419,2022,Gesamtausgaben
5832: Küchen- und Kochgeräte,16.428654430189,2022,Gesamtausgaben
"5832.01: Glaswaren, Geschirr",3.76325661241155,2022,Gesamtausgaben
5832.02: Besteck,0.31509798281535,2022,Gesamtausgaben
5832.03: Küchen- und Kochgeräte,8.79777814679991,2022,Gesamtausgaben
5832.04: Anderes Zubehör für die Haushaltsführung,3.55252168816219,2022,Gesamtausgaben
584: Werkzeuge für Haus und Garten,20.7228957087557,2022,Gesamtausgaben
5841: Werkzeuge und Zubehör ohne Motor für Haus und Garten,15.646061919768,2022,Gesamtausgaben
5841.01: Kleinmaterial und Zubehör für den Unterhalt von Haus und Garten,12.0799464088536,2022,Gesamtausgaben
5841.02: Werkzeuge ohne Motor für Haus und Garten,3.56611551091441,2022,Gesamtausgaben
5842: Maschinen mit Motor für Haus und Garten,5.0768337889877,2022,Gesamtausgaben
5842.00: Maschinen mit Motor für Haus und Garten,5.0768337889877,2022,Gesamtausgaben
585: Laufende Haushaltsführung,46.9815977184231,2022,Gesamtausgaben
5851: Nicht dauerhafte Haushaltsartikel,28.5428179919676,2022,Gesamtausgaben
5851.01: Wasch- und Reinigungsmittel,15.8872907954132,2022,Gesamtausgaben
5851.02: Reinigungsmaterial,0.898253344510317,2022,Gesamtausgaben
"5851.03: Abfallsäcke ohne Gebühren, aus Plastik oder Papier",0.396794264540877,2022,Gesamtausgaben
5851.04: Sonstige nicht dauerhafte Haushaltsartikel,11.3604795875032,2022,Gesamtausgaben
5852: Häusliche Dienste,18.4387797264555,2022,Gesamtausgaben
5852.00: Häusliche Dienste,18.4387797264555,2022,Gesamtausgaben
61: Gesundheitsausgaben [2],220.938911856779,2022,Gesamtausgaben
"611: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",61.2538014149511,2022,Gesamtausgaben
"6110: Pharmazeutische Produkte, Sanitätsmaterial und medizinische Geräte",61.2538014149511,2022,Gesamtausgaben
6110.01: Medikamente,36.156747461719,2022,Gesamtausgaben
6110.02: Brillen und Kontaktlinsen,15.1050173478598,2022,Gesamtausgaben
"6110.03: Sanitätsmaterial, therapeutische Geräte und Material",9.99203660537228,2022,Gesamtausgaben
612: Arztleistungen und Dienstleistungen der Spitäler,159.685110441827,2022,Gesamtausgaben
6120: Arztleistungen und Dienstleistungen der Spitäler,159.685110441827,2022,Gesamtausgaben
6120.01: Arztleistungen,48.4078085335069,2022,Gesamtausgaben
6120.02: Zahnarztleistungen,56.0308075314247,2022,Gesamtausgaben
6120.03: Medizinische Labors und Röntgeninstitute,8.2091355390231,2022,Gesamtausgaben
6120.04: Dienstleistungen der Spitäler,26.4346610174257,2022,Gesamtausgaben
6120.05: Andere ambulante medizinische Dienstleistungen,20.6026978204468,2022,Gesamtausgaben
62: Verkehr,760.771398696547,2022,Gesamtausgaben
621: Kauf und Betrieb von Personenfahrzeugen,603.390196708078,2022,Gesamtausgaben
6211: Autos,136.918272899843,2022,Gesamtausgaben
6211.01: Neue Autos,70.3499229558794,2022,Gesamtausgaben
6211.02: Occasionsautos,66.5683499439631,2022,Gesamtausgaben
"6212: Motorräder, Motorroller und Mopeds",10.0293550853292,2022,Gesamtausgaben
"6212.00: Motorräder, Motorroller und Mopeds",10.0293550853292,2022,Gesamtausgaben
6213: Fahrräder,20.5570236106504,2022,Gesamtausgaben
6213.00: Fahrräder,20.5570236106504,2022,Gesamtausgaben
6214: Zubehör und Ersatzteile für Fahrzeuge,19.8007661843777,2022,Gesamtausgaben
6214.01: Zubehör und Ersatzteile für motorisierte Fahrzeuge,15.8914947766428,2022,Gesamtausgaben
6214.02: Zubehör und Ersatzteile für nicht-motorisierte Fahrzeuge,3.90927140773489,2022,Gesamtausgaben
6215: Treibstoffe und Schmiermittel,146.375762989357,2022,Gesamtausgaben
6215.01: Benzin,99.1517483101666,2022,Gesamtausgaben
6215.02: Diesel,45.8555511398345,2022,Gesamtausgaben
6215.03: Schmiermittel und andere Pflegemittel für Fahrzeuge,1.36846353935602,2022,Gesamtausgaben
6216: Service und Reparaturen an Fahrzeugen,57.6969311051851,2022,Gesamtausgaben
6216.00: Service und Reparaturen an Fahrzeugen,57.6969311051851,2022,Gesamtausgaben
6217: Übrige Dienstleistungen im Bereich Personenfahrzeuge,212.012084833336,2022,Gesamtausgaben
6217.01: Miete von Garagen und Einstellplätzen,37.7275560165423,2022,Gesamtausgaben
6217.02: Parkieren,13.5352151805271,2022,Gesamtausgaben
6217.03: Leasing von Fahrzeugen,116.584646461272,2022,Gesamtausgaben
6217.04: Autobahnvignetten Schweiz,3.26084338593525,2022,Gesamtausgaben
6217.05: Übrige Dienstleistungen (Fahrzeugmiete usw.),40.9038237890591,2022,Gesamtausgaben
622: Verkehrsdienstleistungen,157.381201988469,2022,Gesamtausgaben
6221: Beförderung von Personen auf Schienen,32.0174828069729,2022,Gesamtausgaben
"6221.01: Zug, Billette oder Streckenabonnemente",31.1892797775714,2022,Gesamtausgaben
"6221.02: Tram, Billette oder Streckenabonnemente",0.828203029401518,2022,Gesamtausgaben
6222: Beförderung von Personen auf Strassen,6.17920341663086,2022,Gesamtausgaben
"6222.01: Bus, Billette oder Streckenabonnemente",2.66421644872791,2022,Gesamtausgaben
6222.02: Taxifahrten,3.51498696790295,2022,Gesamtausgaben
6223: Beförderung von Personen mit Flugzeugen,36.7113041642421,2022,Gesamtausgaben
"6223.00: Flugzeug, Billette",36.7113041642421,2022,Gesamtausgaben
6224: Beförderung von Personen auf Wasserwegen,2.16742176051561,2022,Gesamtausgaben
"6224.00: Schiff, Billette oder Streckenabonnemente",2.16742176051561,2022,Gesamtausgaben
6225: Kombinierte Transportmittel,76.5151667524002,2022,Gesamtausgaben
6225.01: Generalabonnemente und Tageskarten SBB,41.985646169654,2022,Gesamtausgaben
6225.02: Halbtaxabonnemente SBB,9.56005482840935,2022,Gesamtausgaben
6225.03: Billette für regionalen oder städtischen Verkehrsverbund,7.62402066838975,2022,Gesamtausgaben
6225.04: Abonnemente für regionalen oder städtischen Verkehrsverbund,17.3454450859471,2022,Gesamtausgaben
6226: Weitere Verkehrsdienstleistungen,3.7906230877075,2022,Gesamtausgaben
6226.00: Andere Personen- oder Warentransporte ohne Skilifte,3.7906230877075,2022,Gesamtausgaben
63: Nachrichtenübermittlung,163.374933643072,2022,Gesamtausgaben
631: Posttaxen,3.3832893528267,2022,Gesamtausgaben
6310: Posttaxen,3.3832893528267,2022,Gesamtausgaben
6310.00: Posttaxen,3.3832893528267,2022,Gesamtausgaben
632: Apparate und Dienstleistungen für Telekommunikation,159.991644290245,2022,Gesamtausgaben
6321: Kauf und Miete von Telefonapparaten und Faxgeräten,12.5501366407232,2022,Gesamtausgaben
6321.00: Kauf und Miete von Telefonapparaten und Faxgeräten,12.5501366407232,2022,Gesamtausgaben
6322: Festnetztelefonie,80.3558915293681,2022,Gesamtausgaben
6322.01: Festnetz: Abonnementsgebüren oder Pauschalgebühren,76.95131348557,2022,Gesamtausgaben
6322.02: Festnetz: Gesprächsgebühren,1.05413672801508,2022,Gesamtausgaben
6322.03: Festnetz: Gebühren fürs Internet,2.35044131578301,2022,Gesamtausgaben
6323: Mobiltelefonie,62.6677285641827,2022,Gesamtausgaben
6323.01: Mobiltelefonie: Abonnementsgebüren oder Pauschalgebühren,59.2479956140473,2022,Gesamtausgaben
6323.02: Mobiltelefonie: Gesprächs- und Internetgebühren,3.41973295013538,2022,Gesamtausgaben
6324: Dienstleistungen von Internetprovidern ohne Telefonabonnement,4.41788755597146,2022,Gesamtausgaben
6324.01: Internetprovider ohne Telefonabonnement: Dienstleistungen durch TV-Kabelnetz,2.69511714008479,2022,Gesamtausgaben
6324.02: Internetprovider ohne Telefonabonnement: Andere Dienstleistungen,1.72277041588667,2022,Gesamtausgaben
"66: Unterhaltung, Erholung und Kultur",483.671048781836,2022,Gesamtausgaben
"661: Audiovisuelle-, Foto- und EDV-Ausrüstung und Zubehör",44.5479508061591,2022,Gesamtausgaben
"6611: Radios, Audio-, Fernseh- und Videogeräte",12.8757156932589,2022,Gesamtausgaben
